CustomerID,LastInvoiceDate,Frequency,Monetary,Recency,rule_code,rule_label,R_Quartile,F_Quartile,M_Quartile,RFMScore,TotalScore,kmeans_cluster,dbscan_cluster
15679,2011-11-15 16:19:00,4,781.28,23.0,000,New/Low Activity,2,2,2,222,6,1,0
15680,2011-11-30 13:46:00,3,1333.68,8.0,000,New/Low Activity,1,2,2,122,5,1,0
15681,2011-11-14 16:30:00,5,1426.16,24.0,010,Regular,2,2,2,222,6,1,0
15683,2011-08-14 12:56:00,1,193.75,116.0,100,Hibernating,3,4,4,344,11,1,0
15687,2011-12-01 08:33:00,9,2993.1,8.0,011,High Value,1,1,1,111,3,1,0
15689,2011-08-12 09:37:00,2,254.1,119.0,100,Hibernating,3,3,4,334,10,1,0
15690,2011-12-05 15:59:00,2,239.76,3.0,000,New/Low Activity,1,3,4,134,8,1,0
15691,2011-04-01 15:13:00,1,136.8,251.0,100,Hibernating,4,4,4,444,12,0,0
15692,2011-11-11 14:12:00,1,191.04,27.0,000,New/Low Activity,2,4,4,244,10,1,0
15694,2011-12-09 09:44:00,14,6479.4,0.0,011,High Value,1,1,1,111,3,1,0
15695,2011-03-18 08:32:00,2,409.98,266.0,100,Hibernating,4,3,3,433,10,0,0
15696,2011-11-06 14:02:00,8,2736.46,32.0,011,High Value,2,1,1,211,4,1,0
15699,2011-11-22 08:26:00,1,309.65,17.0,000,New/Low Activity,1,4,3,143,8,1,0
15700,2011-06-20 16:53:00,2,696.68,171.0,100,Hibernating,4,3,2,432,9,0,0
15701,2011-12-07 14:39:00,4,1542.14,1.0,000,New/Low Activity,1,2,2,122,5,1,0
15703,2011-03-20 10:51:00,1,211.5,264.0,100,Hibernating,4,4,4,444,12,0,0
15704,2011-07-22 13:35:00,4,2293.62,139.0,101,Promising,3,2,1,321,6,1,0
15705,2011-05-22 15:37:00,1,143.1,200.0,100,Hibernating,4,4,4,444,12,0,0
15706,2011-10-07 10:09:00,4,1060.56,63.0,000,New/Low Activity,3,2,2,322,7,1,0
15707,2011-11-04 14:35:00,4,945.58,34.0,000,New/Low Activity,2,2,2,222,6,1,0
15708,2011-10-30 10:54:00,7,3364.2400000000002,40.0,011,High Value,2,1,1,211,4,1,0
15709,2011-03-01 10:38:00,1,133.25,283.0,100,Hibernating,4,4,4,444,12,0,0
15712,2011-11-30 14:09:00,5,1072.3600000000001,8.0,010,Regular,1,2,2,122,5,1,0
15713,2011-07-19 13:34:00,2,356.7,142.0,100,Hibernating,4,3,3,433,10,0,0
15714,2011-11-28 11:26:00,2,330.88,11.0,000,New/Low Activity,1,3,3,133,7,1,0
15716,2011-07-17 11:59:00,4,1118.81,145.0,100,Hibernating,4,2,2,422,8,1,0
15717,2011-04-19 13:21:00,1,150.3,233.0,100,Hibernating,4,4,4,444,12,0,0
15719,2011-11-07 12:29:00,13,5045.61,32.0,011,High Value,2,1,1,211,4,1,0
15720,2011-11-15 14:48:00,1,598.73,23.0,000,New/Low Activity,2,4,3,243,9,1,0
15721,2011-11-28 12:14:00,1,507.08,11.0,000,New/Low Activity,1,4,3,143,8,1,0
15722,2011-11-04 11:43:00,5,2222.56,35.0,011,High Value,2,2,1,221,5,1,0
15723,2010-12-10 11:12:00,1,203.1,364.0,100,Hibernating,4,4,4,444,12,0,0
15724,2011-05-22 14:40:00,2,218.25,200.0,100,Hibernating,4,3,4,434,11,0,0
15725,2011-11-24 14:51:00,1,415.25,14.0,000,New/Low Activity,1,4,3,143,8,1,0
15727,2011-11-23 12:36:00,7,5178.96,16.0,011,High Value,1,1,1,111,3,1,0
15729,2011-05-11 12:36:00,1,85.0,212.0,100,Hibernating,4,4,4,444,12,0,0
15730,2011-10-05 12:31:00,3,1120.88,65.0,000,New/Low Activity,3,2,2,322,7,1,0
15732,2011-05-11 14:24:00,2,294.12,211.0,100,Hibernating,4,3,4,434,11,0,0
15733,2011-03-02 09:05:00,1,162.3,282.0,100,Hibernating,4,4,4,444,12,0,0
15734,2011-08-17 10:50:00,2,1339.45,114.0,100,Hibernating,3,3,2,332,8,1,0
15737,2011-11-25 11:21:00,8,1205.1200000000001,14.0,010,Regular,1,1,2,112,4,1,0
15738,2011-11-21 08:26:00,16,4812.42,18.0,011,High Value,2,1,1,211,4,1,0
15739,2011-10-04 13:42:00,1,449.12,65.0,000,New/Low Activity,3,4,3,343,10,1,0
15740,2011-10-21 14:29:00,1,154.88,48.0,000,New/Low Activity,2,4,4,244,10,1,0
15743,2011-11-23 17:19:00,4,784.46,15.0,000,New/Low Activity,1,2,2,122,5,1,0
15744,2011-09-23 09:52:00,1,34.8,77.0,000,New/Low Activity,3,4,4,344,11,1,0
15745,2011-11-20 13:45:00,4,1094.59,18.0,000,New/Low Activity,2,2,2,222,6,1,0
15746,2011-07-28 15:21:00,1,196.88,133.0,100,Hibernating,3,4,4,344,11,1,0
15747,2011-11-27 12:26:00,3,974.04,12.0,000,New/Low Activity,1,2,2,122,5,1,0
15748,2011-10-30 12:51:00,1,149.31,39.0,000,New/Low Activity,2,4,4,244,10,1,0
15749,2011-04-18 13:20:00,3,44534.3,234.0,101,Promising,4,2,1,421,7,0,-1
15750,2011-12-07 12:34:00,8,2465.48,2.0,011,High Value,1,1,1,111,3,1,0
15752,2011-10-31 11:37:00,7,2637.38,39.0,011,High Value,2,1,1,211,4,1,0
15753,2011-02-08 12:41:00,1,79.2,304.0,100,Hibernating,4,4,4,444,12,0,0
15754,2011-10-19 14:40:00,3,458.57,50.0,000,New/Low Activity,2,2,3,223,7,1,0
15755,2011-11-29 14:57:00,6,2364.25,9.0,011,High Value,1,1,1,111,3,1,0
15756,2011-10-09 13:30:00,4,532.96,60.0,000,New/Low Activity,3,2,3,323,8,1,0
15757,2011-10-05 12:14:00,2,714.42,65.0,000,New/Low Activity,3,3,2,332,8,1,0
15758,2011-11-15 10:48:00,1,205.25,24.0,000,New/Low Activity,2,4,4,244,10,1,0
15759,2011-05-05 15:13:00,3,253.04,217.0,100,Hibernating,4,2,4,424,10,0,0
15762,2011-10-05 16:15:00,2,583.75,64.0,000,New/Low Activity,3,3,3,333,9,1,0
15763,2011-11-08 09:44:00,2,1086.92,31.0,000,New/Low Activity,2,3,2,232,7,1,0
15764,2011-09-12 17:58:00,6,3279.97,87.0,011,High Value,3,1,1,311,5,1,0
15766,2011-10-06 17:03:00,1,315.06,63.0,000,New/Low Activity,3,4,3,343,10,1,0
15768,2011-08-16 10:48:00,3,621.8299999999999,115.0,100,Hibernating,3,2,3,323,8,1,0
15769,2011-12-02 13:52:00,26,56252.72,6.0,011,High Value,1,1,1,111,3,2,-1
15773,2011-12-04 12:48:00,1,635.6800000000001,5.0,000,New/Low Activity,1,4,3,143,8,1,0
15774,2011-10-02 12:04:00,1,270.8,68.0,000,New/Low Activity,3,4,4,344,11,1,0
15775,2011-04-08 12:56:00,1,104.9,244.0,100,Hibernating,4,4,4,444,12,0,0
15776,2011-07-29 13:46:00,1,241.62,132.0,100,Hibernating,3,4,4,344,11,1,0
15777,2011-04-12 16:43:00,4,1047.11,240.0,100,Hibernating,4,2,2,422,8,0,0
15780,2011-06-09 12:01:00,3,475.28000000000003,183.0,100,Hibernating,4,2,3,423,9,0,0
15781,2011-11-14 14:57:00,3,345.46,24.0,000,New/Low Activity,2,2,3,223,7,1,0
15782,2011-11-30 10:49:00,3,2614.7400000000002,9.0,001,At Risk - High Value,1,2,1,121,4,1,0
15783,2011-11-29 09:50:00,1,246.3,10.0,000,New/Low Activity,1,4,4,144,9,1,0
15785,2011-11-07 11:33:00,5,2328.9700000000003,32.0,011,High Value,2,2,1,221,5,1,0
15786,2011-10-24 14:13:00,3,4932.2,45.0,001,At Risk - High Value,2,2,1,221,5,1,0
15787,2011-11-13 14:55:00,3,948.05,25.0,000,New/Low Activity,2,2,2,222,6,1,0
15789,2010-12-16 14:35:00,1,351.3,357.0,100,Hibernating,4,4,3,443,11,0,0
15790,2011-11-29 14:53:00,1,220.85,9.0,000,New/Low Activity,1,4,4,144,9,1,0
15791,2011-10-27 10:14:00,2,1612.69,43.0,000,New/Low Activity,2,3,2,232,7,1,0
15793,2011-11-25 09:31:00,3,965.61,14.0,000,New/Low Activity,1,2,2,122,5,1,0
15795,2011-07-13 10:43:00,1,610.01,149.0,100,Hibernating,4,4,3,443,11,0,0
15796,2011-12-08 19:55:00,8,2711.56,0.0,011,High Value,1,1,1,111,3,1,0
15797,2011-08-18 17:04:00,4,2207.4,112.0,101,Promising,3,2,1,321,6,1,0
15799,2011-09-25 12:46:00,3,884.14,75.0,000,New/Low Activity,3,2,2,322,7,1,0
15800,2011-08-24 14:23:00,2,699.08,106.0,100,Hibernating,3,3,2,332,8,1,0
15801,2011-10-24 13:52:00,3,1063.95,45.0,000,New/Low Activity,2,2,2,222,6,1,0
15802,2011-07-20 11:38:00,1,451.42,142.0,100,Hibernating,4,4,3,443,11,0,0
15803,2011-10-19 14:56:00,1,415.82000000000005,50.0,000,New/Low Activity,2,4,3,243,9,1,0
15804,2011-12-09 12:31:00,13,4206.39,0.0,011,High Value,1,1,1,111,3,1,0
15805,2011-11-16 16:32:00,17,5528.4800000000005,22.0,011,High Value,2,1,1,211,4,1,0
15806,2011-10-24 14:35:00,3,784.58,45.0,000,New/Low Activity,2,2,2,222,6,1,0
15807,2011-10-20 14:10:00,3,903.9,49.0,000,New/Low Activity,2,2,2,222,6,1,0
15808,2011-02-06 14:33:00,4,3734.9700000000003,305.0,101,Promising,4,2,1,421,7,0,-1
15809,2011-11-03 16:40:00,5,515.77,35.0,010,Regular,2,2,3,223,7,1,0
15810,2011-09-22 09:38:00,4,1391.98,78.0,000,New/Low Activity,3,2,2,322,7,1,0
15811,2011-11-17 15:31:00,6,2218.62,21.0,011,High Value,2,1,1,211,4,1,0
15812,2011-08-24 14:19:00,5,1801.14,106.0,110,Potential Loyalist,3,2,1,321,6,1,0
15813,2011-05-16 08:13:00,2,1303.9099999999999,207.0,100,Hibernating,4,3,2,432,9,0,0
15814,2011-11-23 08:17:00,4,1945.33,16.0,000,New/Low Activity,1,2,1,121,4,1,0
15815,2011-10-07 12:42:00,5,2100.6,63.0,011,High Value,3,2,1,321,6,1,0
15819,2011-10-21 14:50:00,4,1905.45,48.0,000,New/Low Activity,2,2,1,221,5,1,0
15820,2011-01-24 12:00:00,1,206.98,319.0,100,Hibernating,4,4,4,444,12,0,0
15821,2011-10-26 15:48:00,2,570.96,43.0,000,New/Low Activity,2,3,3,233,8,1,0
15822,2011-12-06 14:50:00,2,885.47,2.0,000,New/Low Activity,1,3,2,132,6,1,0
15823,2010-12-02 15:08:00,1,15.0,371.0,100,Hibernating,4,4,4,444,12,0,0
15825,2011-06-20 13:27:00,1,532.94,171.0,100,Hibernating,4,4,3,443,11,0,0
15826,2011-10-14 16:05:00,3,1654.31,55.0,000,New/Low Activity,3,2,2,322,7,1,0
15827,2011-09-27 15:35:00,14,1836.0900000000001,72.0,010,Regular,3,1,1,311,5,1,-1
15829,2011-09-01 16:45:00,2,636.14,98.0,100,Hibernating,3,3,3,333,9,1,0
15830,2011-11-02 10:40:00,1,576.0,37.0,000,New/Low Activity,2,4,3,243,9,1,0
15831,2011-10-12 13:14:00,3,801.76,57.0,000,New/Low Activity,3,2,2,322,7,1,0
15832,2011-03-30 15:29:00,1,836.79,253.0,100,Hibernating,4,4,2,442,10,0,0
15834,2011-09-30 14:41:00,4,2233.75,69.0,001,At Risk - High Value,3,2,1,321,6,1,0
15835,2011-10-26 15:47:00,4,954.09,43.0,000,New/Low Activity,2,2,2,222,6,1,0
15836,2011-10-20 17:13:00,1,137.37,49.0,000,New/Low Activity,2,4,4,244,10,1,0
15837,2011-10-06 09:01:00,1,391.98,64.0,000,New/Low Activity,3,4,3,343,10,1,0
15838,2011-11-28 14:00:00,19,33643.08,10.0,011,High Value,1,1,1,111,3,1,-1
15839,2011-11-06 13:54:00,3,1048.49,32.0,000,New/Low Activity,2,2,2,222,6,1,0
15840,2011-10-12 09:08:00,2,355.56,58.0,000,New/Low Activity,3,3,3,333,9,1,0
15841,2011-09-28 12:15:00,4,1224.06,72.0,000,New/Low Activity,3,2,2,322,7,1,0
15843,2011-02-09 10:19:00,1,118.95000000000002,303.0,100,Hibernating,4,4,4,444,12,0,0
15844,2011-10-24 15:19:00,1,130.73999999999998,45.0,000,New/Low Activity,2,4,4,244,10,1,0
15845,2011-11-22 09:42:00,8,3711.77,17.0,011,High Value,1,1,1,111,3,1,0
15847,2011-11-01 14:41:00,2,389.27,37.0,000,New/Low Activity,2,3,3,233,8,1,0
15850,2011-11-20 14:14:00,2,238.85,18.0,000,New/Low Activity,2,3,4,234,9,1,0
15852,2011-06-06 11:22:00,2,160.71,186.0,100,Hibernating,4,3,4,434,11,0,0
15853,2011-10-19 10:38:00,1,110.8,51.0,000,New/Low Activity,3,4,4,344,11,1,0
15854,2011-12-05 13:39:00,12,2974.65,3.0,011,High Value,1,1,1,111,3,1,0
15855,2011-07-26 10:20:00,5,712.24,136.0,110,Potential Loyalist,3,2,2,322,7,1,0
15856,2011-12-05 17:09:00,27,16387.57,3.0,011,High Value,1,1,1,111,3,1,-1
15857,2011-11-21 12:18:00,1,297.0,18.0,000,New/Low Activity,2,4,4,244,10,1,0
15858,2011-11-24 12:48:00,5,1438.85,15.0,010,Regular,1,2,2,122,5,1,0
15860,2011-10-30 11:25:00,8,977.21,40.0,010,Regular,2,1,2,212,5,1,0
15861,2011-11-27 15:59:00,8,3165.36,11.0,011,High Value,1,1,1,111,3,1,0
15862,2011-12-01 13:28:00,4,832.88,7.0,000,New/Low Activity,1,2,2,122,5,1,0
15863,2011-11-14 12:49:00,2,68.84,25.0,000,New/Low Activity,2,3,4,234,9,1,0
15864,2011-11-17 13:32:00,6,1936.3200000000002,21.0,010,Regular,2,1,1,211,4,1,0
15865,2011-10-30 12:43:00,3,895.13,40.0,000,New/Low Activity,2,2,2,222,6,1,0
15866,2011-08-30 14:09:00,1,230.53,100.0,100,Hibernating,3,4,4,344,11,1,0
15867,2011-12-04 13:32:00,15,3812.64,4.0,011,High Value,1,1,1,111,3,1,0
15869,2011-03-07 17:23:00,2,149.64,276.0,100,Hibernating,4,3,4,434,11,0,0
15870,2011-11-07 10:58:00,1,354.09000000000003,32.0,000,New/Low Activity,2,4,3,243,9,1,0
15872,2011-11-25 11:55:00,2,360.93,14.0,000,New/Low Activity,1,3,3,133,7,1,0
15874,2011-10-07 12:31:00,7,4405.88,63.0,011,High Value,3,1,1,311,5,1,0
15877,2011-12-08 11:53:00,2,493.28,1.0,000,New/Low Activity,1,3,3,133,7,1,0
15880,2010-12-05 13:00:00,1,343.28000000000003,368.0,100,Hibernating,4,4,3,443,11,0,0
15881,2011-01-31 16:59:00,5,501.39000000000004,311.0,110,Potential Loyalist,4,2,3,423,9,0,0
15882,2011-05-25 11:35:00,4,516.36,198.0,100,Hibernating,4,2,3,423,9,0,0
15883,2011-12-07 17:05:00,2,396.48,1.0,000,New/Low Activity,1,3,3,133,7,1,0
15885,2011-09-08 10:43:00,3,379.35,92.0,100,Hibernating,3,2,3,323,8,1,0
15886,2011-10-10 14:25:00,1,181.09,59.0,000,New/Low Activity,3,4,4,344,11,1,0
15888,2011-09-20 12:30:00,1,168.31,80.0,000,New/Low Activity,3,4,4,344,11,1,0
15889,2011-07-06 11:10:00,2,446.87,156.0,100,Hibernating,4,3,3,433,10,0,0
15891,2011-04-27 12:35:00,1,524.52,226.0,100,Hibernating,4,4,3,443,11,0,0
15894,2011-03-31 13:50:00,2,263.55,252.0,100,Hibernating,4,3,4,434,11,0,0
15895,2011-07-13 10:27:00,1,179.17,149.0,100,Hibernating,4,4,4,444,12,0,0
15897,2011-05-29 13:50:00,2,222.05,193.0,100,Hibernating,4,3,4,434,11,0,0
15898,2011-12-08 15:23:00,5,1388.88,0.0,010,Regular,1,2,2,122,5,1,0
15899,2010-12-06 10:36:00,1,56.25,368.0,100,Hibernating,4,4,4,444,12,0,0
15900,2011-11-16 12:19:00,1,351.11,23.0,000,New/Low Activity,2,4,3,243,9,1,0
15901,2011-11-23 12:43:00,3,363.88,16.0,000,New/Low Activity,1,2,3,123,6,1,0
15903,2011-11-30 08:08:00,7,5126.76,9.0,011,High Value,1,1,1,111,3,1,0
15904,2011-12-01 14:50:00,1,164.68,7.0,000,New/Low Activity,1,4,4,144,9,1,0
15906,2011-11-20 12:24:00,7,1567.69,19.0,010,Regular,2,1,2,212,5,1,0
15907,2011-12-06 12:21:00,3,967.45,3.0,000,New/Low Activity,1,2,2,122,5,1,0
15909,2011-06-19 10:38:00,1,191.94,173.0,100,Hibernating,4,4,4,444,12,0,0
15910,2011-12-09 10:51:00,8,1232.18,0.0,010,Regular,1,1,2,112,4,1,0
15912,2011-06-14 14:29:00,2,264.62,177.0,100,Hibernating,4,3,4,434,11,0,0
15916,2011-11-23 13:46:00,8,1528.09,15.0,010,Regular,1,1,2,112,4,1,0
15917,2011-04-06 10:40:00,1,123.1,247.0,100,Hibernating,4,4,4,444,12,0,0
15918,2011-06-02 11:42:00,2,334.23,190.0,100,Hibernating,4,3,3,433,10,0,0
15919,2011-11-20 11:28:00,2,639.89,19.0,000,New/Low Activity,2,3,3,233,8,1,0
15920,2011-07-08 15:31:00,4,167.5,153.0,100,Hibernating,4,2,4,424,10,0,0
15921,2011-06-20 11:03:00,1,336.03000000000003,172.0,100,Hibernating,4,4,3,443,11,0,0
15922,2010-12-01 13:51:00,1,369.5,372.0,100,Hibernating,4,4,3,443,11,0,0
15923,2010-12-02 12:16:00,1,127.08,372.0,100,Hibernating,4,4,4,444,12,0,0
15925,2011-05-29 15:35:00,1,207.15,193.0,100,Hibernating,4,4,4,444,12,0,0
15930,2011-10-03 14:52:00,1,426.63,66.0,000,New/Low Activity,3,4,3,343,10,1,0
15932,2011-12-05 17:13:00,8,2495.87,3.0,011,High Value,1,1,1,111,3,1,0
15933,2011-11-18 13:14:00,3,1107.46,20.0,000,New/Low Activity,2,2,2,222,6,1,0
15935,2011-04-14 13:27:00,2,416.86,238.0,100,Hibernating,4,3,3,433,10,0,0
15937,2011-10-06 15:48:00,1,145.35,63.0,000,New/Low Activity,3,4,4,344,11,1,0
15938,2011-08-19 12:56:00,5,404.58,111.0,110,Potential Loyalist,3,2,3,323,8,1,0
15939,2011-09-11 11:30:00,15,6115.01,89.0,011,High Value,3,1,1,311,5,1,-1
15940,2011-02-01 16:18:00,1,35.8,310.0,100,Hibernating,4,4,4,444,12,0,0
15942,2011-07-29 09:01:00,1,337.44,133.0,100,Hibernating,3,4,3,343,10,1,0
15944,2011-03-08 10:33:00,1,325.1,276.0,100,Hibernating,4,4,3,443,11,0,0
15945,2010-12-09 13:14:00,1,181.0,364.0,100,Hibernating,4,4,4,444,12,0,0
15947,2011-09-18 10:46:00,1,1708.24,82.0,000,New/Low Activity,3,4,1,341,8,1,0
15948,2011-12-01 15:32:00,2,955.24,7.0,000,New/Low Activity,1,3,2,132,6,1,0
15949,2011-11-23 09:09:00,2,364.72,16.0,000,New/Low Activity,1,3,3,133,7,1,0
15950,2011-11-08 11:09:00,4,1765.51,31.0,000,New/Low Activity,2,2,1,221,5,1,0
15951,2011-12-01 08:34:00,2,708.22,8.0,000,New/Low Activity,1,3,2,132,6,1,0
15952,2011-11-06 11:18:00,4,806.57,33.0,000,New/Low Activity,2,2,2,222,6,1,0
15953,2011-11-24 15:32:00,8,1659.3799999999999,14.0,010,Regular,1,1,2,112,4,1,0
15955,2011-11-15 14:15:00,14,4416.26,23.0,011,High Value,2,1,1,211,4,1,0
15957,2011-11-08 12:14:00,1,428.89,31.0,000,New/Low Activity,2,4,3,243,9,1,0
15958,2011-09-26 13:41:00,1,104.35,73.0,000,New/Low Activity,3,4,4,344,11,1,0
15963,2011-11-20 11:33:00,2,470.76,19.0,000,New/Low Activity,2,3,3,233,8,1,0
15965,2011-11-22 16:44:00,4,845.64,16.0,000,New/Low Activity,1,2,2,122,5,1,0
15967,2011-11-16 15:41:00,2,418.83,22.0,000,New/Low Activity,2,3,3,233,8,1,0
15969,2011-12-07 11:06:00,3,666.1,2.0,000,New/Low Activity,1,2,3,123,6,1,0
15970,2011-02-09 12:08:00,1,314.1,303.0,100,Hibernating,4,4,3,443,11,0,0
15971,2011-11-22 12:50:00,12,4199.85,17.0,011,High Value,1,1,1,111,3,1,0
15973,2010-12-08 11:42:00,1,307.82000000000005,366.0,100,Hibernating,4,4,3,443,11,0,0
15974,2011-10-31 13:13:00,7,3442.15,38.0,011,High Value,2,1,1,211,4,1,0
15975,2011-09-16 13:33:00,1,371.01,83.0,000,New/Low Activity,3,4,3,343,10,1,0
15976,2011-06-27 13:00:00,2,430.94,164.0,100,Hibernating,4,3,3,433,10,0,0
15977,2011-11-22 13:29:00,2,1054.73,16.0,000,New/Low Activity,1,3,2,132,6,1,0
15978,2011-09-23 15:21:00,1,1098.78,76.0,000,New/Low Activity,3,4,2,342,9,1,0
15980,2011-09-12 09:41:00,3,2398.86,88.0,001,At Risk - High Value,3,2,1,321,6,1,0
15981,2011-11-15 08:00:00,8,3408.48,24.0,011,High Value,2,1,1,211,4,1,0
15983,2011-11-17 17:34:00,4,1475.02,21.0,000,New/Low Activity,2,2,2,222,6,1,0
15984,2011-12-07 12:16:00,10,2837.67,2.0,011,High Value,1,1,1,111,3,1,0
15985,2011-08-08 16:31:00,2,1142.42,122.0,100,Hibernating,3,3,2,332,8,1,0
15986,2011-11-09 15:17:00,1,168.12,29.0,000,New/Low Activity,2,4,4,244,10,1,0
15987,2011-11-27 15:38:00,7,1451.28,11.0,010,Regular,1,1,2,112,4,1,0
15988,2011-11-20 13:23:00,1,158.03,18.0,000,New/Low Activity,2,4,4,244,10,1,0
15990,2011-10-26 15:58:00,2,792.11,43.0,000,New/Low Activity,2,3,2,232,7,1,0
15992,2011-12-06 11:00:00,1,41.989999999999995,3.0,000,New/Low Activity,1,4,4,144,9,1,0
15993,2011-12-01 10:45:00,7,2797.57,8.0,011,High Value,1,1,1,111,3,1,0
15994,2011-10-16 12:28:00,1,427.07,54.0,000,New/Low Activity,3,4,3,343,10,1,0
15996,2011-09-12 15:14:00,6,1060.68,87.0,010,Regular,3,1,2,312,6,1,0
15998,2011-11-03 12:45:00,5,3089.97,36.0,011,High Value,2,2,1,221,5,1,0
16000,2011-12-07 12:17:00,3,12393.7,2.0,001,At Risk - High Value,1,2,1,121,4,1,-1
16003,2011-11-10 09:57:00,5,2735.37,29.0,011,High Value,2,2,1,221,5,1,0
16005,2011-11-27 13:47:00,4,615.39,11.0,000,New/Low Activity,1,2,3,123,6,1,0
16006,2011-05-12 13:12:00,1,101.4,210.0,100,Hibernating,4,4,4,444,12,0,0
16007,2011-10-23 11:05:00,4,1701.94,47.0,000,New/Low Activity,2,2,1,221,5,1,0
16008,2011-11-16 10:32:00,3,478.78,23.0,000,New/Low Activity,2,2,3,223,7,1,0
16009,2011-11-17 16:51:00,4,992.71,21.0,000,New/Low Activity,2,2,2,222,6,1,0
16010,2011-04-08 10:14:00,3,407.5,245.0,100,Hibernating,4,2,3,423,9,0,0
16011,2011-12-01 16:31:00,16,3362.71,7.0,011,High Value,1,1,1,111,3,1,0
16012,2011-11-04 13:25:00,3,1415.29,34.0,000,New/Low Activity,2,2,2,222,6,1,0
16013,2011-12-06 10:36:00,47,37130.6,3.0,011,High Value,1,1,1,111,3,2,-1
16014,2011-11-02 12:04:00,3,662.38,37.0,000,New/Low Activity,2,2,3,223,7,1,0
16015,2011-12-06 10:58:00,3,705.39,3.0,000,New/Low Activity,1,2,2,122,5,1,0
16016,2011-12-06 14:35:00,8,1508.76,2.0,010,Regular,1,1,2,112,4,1,0
16017,2011-10-23 12:56:00,1,211.88,46.0,000,New/Low Activity,2,4,4,244,10,1,0
16018,2011-10-31 14:13:00,2,408.90000000000003,38.0,000,New/Low Activity,2,3,3,233,8,1,0
16019,2011-10-24 11:51:00,9,3786.2400000000002,46.0,011,High Value,2,1,1,211,4,1,0
16020,2011-11-23 11:18:00,3,851.01,16.0,000,New/Low Activity,1,2,2,122,5,1,0
16022,2011-03-24 13:16:00,1,628.28,259.0,100,Hibernating,4,4,3,443,11,0,0
16023,2011-10-24 16:34:00,3,719.81,45.0,000,New/Low Activity,2,2,2,222,6,1,0
16024,2011-11-27 13:26:00,1,251.24,11.0,000,New/Low Activity,1,4,4,144,9,1,0
16025,2011-11-10 11:45:00,1,439.65999999999997,29.0,000,New/Low Activity,2,4,3,243,9,1,0
16026,2011-10-27 13:53:00,1,236.09,42.0,000,New/Low Activity,2,4,4,244,10,1,0
16027,2011-09-09 10:47:00,6,934.62,91.0,010,Regular,3,1,2,312,6,1,0
16029,2011-11-01 10:27:00,63,81024.84,38.0,011,High Value,2,1,1,211,4,2,-1
16030,2011-02-03 11:28:00,1,331.24,309.0,100,Hibernating,4,4,3,443,11,0,0
16031,2011-09-08 13:07:00,2,548.94,91.0,000,New/Low Activity,3,3,3,333,9,1,0
16033,2011-12-04 12:44:00,20,8816.4,5.0,011,High Value,1,1,1,111,3,1,0
16034,2011-05-27 16:17:00,3,437.7,195.0,100,Hibernating,4,2,3,423,9,0,0
16036,2011-09-13 14:53:00,2,758.92,86.0,000,New/Low Activity,3,3,2,332,8,1,0
16037,2011-03-15 09:13:00,3,855.02,269.0,100,Hibernating,4,2,2,422,8,0,0
16038,2011-12-02 12:40:00,3,471.78000000000003,7.0,000,New/Low Activity,1,2,3,123,6,1,0
16040,2011-10-05 13:47:00,3,1313.55,64.0,000,New/Low Activity,3,2,2,322,7,1,0
16041,2011-11-09 12:25:00,3,3166.4,30.0,001,At Risk - High Value,2,2,1,221,5,1,0
16042,2011-11-17 17:50:00,5,1197.27,21.0,010,Regular,2,2,2,222,6,1,0
16043,2011-11-02 12:50:00,4,773.99,37.0,000,New/Low Activity,2,2,2,222,6,1,0
16045,2011-08-12 12:41:00,4,1340.7,119.0,100,Hibernating,3,2,2,322,7,1,0
16048,2010-12-01 15:28:00,2,256.44,372.0,100,Hibernating,4,3,4,434,11,0,0
16049,2011-10-30 13:19:00,3,1111.79,39.0,000,New/Low Activity,2,2,2,222,6,1,0
16050,2011-06-19 11:44:00,1,137.9,173.0,100,Hibernating,4,4,4,444,12,0,0
16052,2011-10-16 15:13:00,1,362.06,53.0,000,New/Low Activity,3,4,3,343,10,1,0
16053,2011-11-07 11:21:00,2,1511.95,32.0,000,New/Low Activity,2,3,2,232,7,1,0
16054,2011-07-17 13:08:00,1,783.9,144.0,100,Hibernating,4,4,2,442,10,0,0
16055,2011-05-03 09:26:00,1,134.8,220.0,100,Hibernating,4,4,4,444,12,0,0
16056,2011-10-25 15:19:00,1,664.85,44.0,000,New/Low Activity,2,4,3,243,9,1,0
16057,2011-11-23 15:23:00,7,2263.12,15.0,011,High Value,1,1,1,111,3,1,0
16059,2011-10-05 09:56:00,6,1459.8600000000001,65.0,010,Regular,3,1,2,312,6,1,0
16062,2011-11-30 12:15:00,4,1153.62,9.0,000,New/Low Activity,1,2,2,122,5,1,0
16063,2011-03-24 14:56:00,1,335.32,259.0,100,Hibernating,4,4,3,443,11,0,0
16065,2010-12-09 13:03:00,1,372.09,364.0,100,Hibernating,4,4,3,443,11,0,0
16066,2011-11-23 11:54:00,5,1521.87,16.0,010,Regular,1,2,2,122,5,1,0
16070,2011-11-17 15:50:00,2,852.15,21.0,000,New/Low Activity,2,3,2,232,7,1,0
16071,2011-10-26 11:14:00,1,326.24,44.0,000,New/Low Activity,2,4,3,243,9,1,0
16072,2011-02-24 14:32:00,1,584.3199999999999,287.0,100,Hibernating,4,4,3,443,11,0,0
16073,2011-02-15 15:41:00,1,122.39999999999999,296.0,100,Hibernating,4,4,4,444,12,0,0
